Fund Name,Plan,Category,VR ID,Alpha,Beta,Sharpe,Standard Deviation,Mean Return,Sortino
Bandhan Nifty Total Mkt Index Dir,Direct,Flexi Cap,44403,--,--,--,--,--,--
Bandhan Nifty Total Mkt Index Reg,Regular,Flexi Cap,44402,--,--,--,--,--,--
Bandhan Nifty100 Low Volatility 30 Index Dir,Direct,Large Cap,42544,1.35,0.95,0.86,12.25,16.62,1.17
Bandhan Nifty100 Low Volatility 30 Index Reg,Regular,Large Cap,42542,0.61,0.95,0.80,12.24,15.88,1.09
Bandhan Nifty200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42496,0.39,1.26,0.81,17.28,20.15,1.08
Bandhan Nifty200 Momentum 30 Index Reg,Regular,Large & Mid Cap,42494,-0.24,1.26,0.78,17.27,19.51,1.03
Bandhan Silver ETF,Regular,Thematic-PSU,45671,--,--,--,--,--,--
Bandhan Silver ETF,Direct,Thematic-PSU,45671,--,--,--,--,--,--
Bandhan Silver ETF FoF Dir,Direct,Thematic-PSU,45734,--,--,--,--,--,--
Bandhan Silver ETF FoF Reg,Regular,Thematic-PSU,45733,--,--,--,--,--,--
Bandhan Small Cap Dir,Direct,Small Cap,40564,10.34,0.92,1.29,18.11,29.44,1.99
Bandhan Small Cap Reg,Regular,Small Cap,40562,8.98,0.91,1.21,18.07,28.05,1.87
Bandhan US specific Equity Active FoF Dir,Direct,International,41620,--,--,1.18,16.20,25.24,1.85
Bandhan US specific Equity Active FoF Reg,Regular,International,41618,--,--,1.12,16.18,24.23,1.75
Bandhan Value Dir,Direct,Value Oriented,16498,1.96,0.92,1.01,11.98,18.21,1.43
Bandhan Value Reg,Regular,Value Oriented,6693,0.89,0.92,0.92,11.97,17.13,1.31
Bank of Ind Midcap Tax 2 Dir,Direct,ELSS (Tax Saver),36922,-0.97,1.19,0.75,16.19,18.30,1.01
Bank of Ind Midcap Tax 2 Reg,Regular,ELSS (Tax Saver),36920,-0.87,1.19,0.76,16.23,18.40,1.02
Bank of India Banking & Financial Services Dir,Direct,Sectoral-Auto,45745,--,--,--,--,--,--
Bank of India Banking & Financial Services Reg,Regular,Sectoral-Auto,45743,--,--,--,--,--,--
Bank of India Consumption Dir,Direct,Thematic-Infrastructure,44808,--,--,--,--,--,--
Bank of India Consumption Reg,Regular,Thematic-Infrastructure,44806,--,--,--,--,--,--
Bank of India ELSS Tax Saver Eco,Regular,ELSS (Tax Saver),10099,-0.47,1.16,0.77,15.98,18.43,1.06
Bank of India ELSS Tax Saver Fund Dir,Direct,ELSS (Tax Saver),16803,0.39,1.16,0.83,15.99,19.31,1.13
Bank of India ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),10097,-0.73,1.16,0.76,15.98,18.18,1.04
Bank of India Flexi Cap Dir,Direct,Flexi Cap,41018,4.15,1.18,1.02,16.81,23.33,1.47
Bank of India Flexi Cap Reg,Regular,Flexi Cap,41016,2.74,1.18,0.94,16.79,21.90,1.35
Bank of India Large & Mid Cap Dir,Direct,Large & Mid Cap,16267,0.88,1.10,0.91,14.10,18.89,1.23
Bank of India Large & Mid Cap Eco,Regular,Large & Mid Cap,8989,0.44,1.10,0.88,14.11,18.46,1.19
Bank of India Large & Mid Cap Reg,Regular,Large & Mid Cap,8985,-0.25,1.10,0.83,14.09,17.76,1.13
Bank of India Large Cap Dir,Direct,Large Cap,41521,2.53,1.07,0.95,13.39,18.87,1.29
Bank of India Large Cap Reg,Regular,Large Cap,41519,1.29,1.07,0.86,13.39,17.64,1.17
Bank of India Mid Cap Dir,Direct,Mid Cap,45385,--,--,--,--,--,--
Bank of India Mid Cap Reg,Regular,Mid Cap,45383,--,--,--,--,--,--
Bank of India Midcap Tax Sr 1 Dir,Direct,ELSS (Tax Saver),34774,-0.60,1.20,0.76,16.59,18.79,0.99
Bank of India Midcap Tax Sr 1 Reg,Regular,ELSS (Tax Saver),34772,-0.55,1.20,0.77,16.60,18.81,0.99
Bank of India Multi Cap Dir,Direct,Multi Cap,43162,--,--,--,--,--,--
Bank of India Multi Cap Reg,Regular,Multi Cap,43160,--,--,--,--,--,--
Bank of India Small Cap Dir,Direct,Small Cap,38283,2.29,0.90,0.82,18.22,21.13,1.06
Bank of India Small Cap Reg,Regular,Small Cap,38281,0.84,0.89,0.75,18.18,19.66,0.96
Baroda BNP Paribas Aqua FoF Dir,Direct,International,41454,--,--,0.65,14.95,15.79,1.13
Baroda BNP Paribas Aqua FoF Reg,Regular,International,41452,--,--,0.58,14.94,14.75,1.00
Baroda BNP Paribas Banking & Fin Srvcs Dir,Direct,Sectoral-Auto,15698,5.41,0.91,1.14,11.90,19.64,2.47
Baroda BNP Paribas Banking & Fin Srvcs Reg,Regular,Sectoral-Auto,14946,3.98,0.91,1.02,11.92,18.23,2.21
Baroda BNP Paribas Business Conglomerates Dir,Direct,Thematic,45458,--,--,--,--,--,--
Baroda BNP Paribas Business Conglomerates Reg,Regular,Thematic,45456,--,--,--,--,--,--
Baroda BNP Paribas Children's Dir,Direct,Flexi Cap,44780,--,--,--,--,--,--
Baroda BNP Paribas Children's Reg,Regular,Flexi Cap,44778,--,--,--,--,--,--
Baroda BNP Paribas ELSS Tax Saver  Reg,Regular,ELSS (Tax Saver),3001,2.01,0.98,0.98,13.09,18.94,1.36
Baroda BNP Paribas ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),15732,3.22,0.98,1.07,13.10,20.16,1.48
Baroda BNP Paribas Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44850,--,--,--,--,--,--
Baroda BNP Paribas Energy Opportunities Reg,Regular,Thematic-Dividend Yield,44848,--,--,--,--,--,--
Baroda BNP Paribas ESG Best-in-class strategy Dir,Direct,Thematic-ESG,45837,--,--,--,--,--,--
Baroda BNP Paribas ESG Best-in-class strategy Reg,Regular,Thematic-ESG,45835,--,--,--,--,--,--
Baroda BNP Paribas Flexi Cap Dir,Direct,Flexi Cap,42312,0.41,1.01,0.87,13.38,17.70,1.10
Baroda BNP Paribas Flexi Cap Reg,Regular,Flexi Cap,42310,-0.90,1.01,0.77,13.36,16.37,0.98
Baroda BNP Paribas Focused Dir,Direct,Flexi Cap,34653,-2.37,1.12,0.67,14.92,16.10,0.85
Baroda BNP Paribas Focused Reg,Regular,Flexi Cap,34651,-4.19,1.12,0.55,14.91,14.26,0.69
Baroda BNP Paribas Health and Wellness Dir,Direct,Sectoral-Pharma,45233,--,--,--,--,--,--
Baroda BNP Paribas Health and Wellness Reg,Regular,Sectoral-Pharma,45231,--,--,--,--,--,--
Baroda BNP Paribas India Consumption Dir,Direct,Thematic-Infrastructure,37339,-0.26,0.80,0.81,13.67,17.19,0.97
Baroda BNP Paribas India Consumption Reg,Regular,Thematic-Infrastructure,37337,-1.72,0.80,0.70,13.65,15.72,0.84
Baroda BNP Paribas Large & Mid Cap Dir,Direct,Large & Mid Cap,41088,1.83,1.06,0.95,13.98,19.41,1.21
Baroda BNP Paribas Large & Mid Cap Reg,Regular,Large & Mid Cap,41086,0.53,1.06,0.86,13.97,18.11,1.09
Baroda BNP Paribas Large Cap Dir,Direct,Large Cap,15719,2.15,0.97,0.97,11.84,17.59,1.32
Baroda BNP Paribas Large Cap Reg,Regular,Large Cap,2338,0.96,0.97,0.87,11.83,16.40,1.18
Baroda BNP Paribas Midcap Dir,Direct,Mid Cap,15726,2.70,0.82,1.24,13.25,22.50,1.50
Baroda BNP Paribas Midcap Reg,Regular,Mid Cap,3259,1.24,0.82,1.13,13.24,21.03,1.37
Baroda BNP Paribas Multi Cap Dir,Direct,Multi Cap,15707,1.37,0.90,0.94,13.71,18.98,1.14
Baroda BNP Paribas Multi Cap Reg,Regular,Multi Cap,1820,0.33,0.90,0.86,13.70,17.93,1.05
Baroda BNP Paribas NIFTY 50 Index Dir,Direct,Large Cap,43987,--,--,--,--,--,--
Baroda BNP Paribas NIFTY 50 Index Reg,Regular,Large Cap,43985,--,--,--,--,--,--
Baroda BNP Paribas Nifty Bank ETF,Regular,Sectoral-Auto,44357,--,--,--,--,--,--
Baroda BNP Paribas Nifty Bank ETF,Direct,Sectoral-Auto,44357,--,--,--,--,--,--
Baroda BNP Paribas Nifty Midcap 150 Index Dir,Direct,Mid Cap,44651,--,--,--,--,--,--
Baroda BNP Paribas Nifty Midcap 150 Index Reg,Regular,Mid Cap,44650,--,--,--,--,--,--
Baroda BNP Paribas Nifty200 Momentum 30 Index Dir,Direct,Large & Mid Cap,44582,--,--,--,--,--,--
Baroda BNP Paribas Nifty200 Momentum 30 Index Reg,Regular,Large & Mid Cap,44581,--,--,--,--,--,--
Baroda BNP Paribas Small Cap Dir,Direct,Small Cap,43795,--,--,--,--,--,--
Baroda BNP Paribas Small Cap Reg,Regular,Small Cap,43793,--,--,--,--,--,--
Baroda BNP Paribas Value Dir,Direct,Value Oriented,43508,--,--,--,--,--,--
Baroda BNP Paribas Value Reg,Regular,Value Oriented,43506,--,--,--,--,--,--
BHARAT 22 ETF,Regular,Large Cap,34740,10.75,1.15,1.30,16.74,27.92,2.02
BHARAT 22 ETF,Direct,Large Cap,34740,10.75,1.15,1.30,16.74,27.92,2.02
Canara Robeco Banking And Financial Services Dir,Direct,Sectoral-Auto,45866,N/A,N/A,N/A,N/A,N/A,N/A
Canara Robeco Banking And Financial Services Reg,Regular,Sectoral-Auto,45864,N/A,N/A,N/A,N/A,N/A,N/A
Canara Robeco Consumer Trends Dir,Direct,Thematic-Infrastructure,16600,0.25,0.76,0.85,13.03,17.15,1.20
Canara Robeco Consumer Trends Reg,Regular,Thematic-Infrastructure,10590,-1.00,0.76,0.75,13.02,15.89,1.06
Canara Robeco ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),16594,0.50,0.93,0.90,11.99,16.93,1.24
Canara Robeco ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),59,-0.65,0.93,0.81,11.98,15.77,1.11
Canara Robeco Flexi Cap Dir,Direct,Flexi Cap,16588,0.55,0.92,0.91,11.81,16.80,1.27
Canara Robeco Flexi Cap Reg,Regular,Flexi Cap,1839,-0.61,0.92,0.81,11.80,15.63,1.13
Canara Robeco Focused Dir,Direct,Flexi Cap,41458,2.73,0.90,1.07,11.91,18.80,1.50
Canara Robeco Focused Reg,Regular,Flexi Cap,41456,1.27,0.90,0.94,11.89,17.33,1.34
Canara Robeco Large and Mid Cap Dir,Direct,Large & Mid Cap,16581,-0.23,1.03,0.81,13.47,17.07,1.11
Canara Robeco Large and Mid Cap Reg,Regular,Large & Mid Cap,2645,-1.27,1.03,0.74,13.45,16.01,1.00
Canara Robeco Large Cap Dir,Direct,Large Cap,15765,1.49,0.92,0.94,10.99,16.46,1.37
Canara Robeco Large Cap Reg,Regular,Large Cap,11333,0.29,0.92,0.83,10.98,15.26,1.22
Canara Robeco Mid Cap Dir,Direct,Mid Cap,42705,0.51,0.90,1.04,14.80,21.55,1.40
Canara Robeco Mid Cap Reg,Regular,Mid Cap,42703,-0.85,0.89,0.95,14.78,20.16,1.28
Canara Robeco Multi Cap Dir,Direct,Multi Cap,43571,--,--,--,--,--,--
Canara Robeco Multi Cap Reg,Regular,Multi Cap,43569,--,--,--,--,--,--
Canara Robeco Small Cap Dir,Direct,Small Cap,38817,0.73,0.78,0.76,15.47,17.91,0.98
Canara Robeco Small Cap Reg,Regular,Small Cap,38815,-0.50,0.78,0.68,15.44,16.65,0.88
Canara Robeco Value Dir,Direct,Value Oriented,41625,1.31,0.98,0.96,12.65,18.28,1.33
Canara Robeco Value Reg,Regular,Value Oriented,41623,-0.18,0.98,0.85,12.60,16.76,1.16
Capitalmind Flexi Cap Dir,Direct,Flexi Cap,45313,--,--,--,--,--,--
Capitalmind Flexi Cap Reg,Regular,Flexi Cap,45312,--,--,--,--,--,--
CPSE ETF,Regular,Thematic-Energy,25711,2.13,0.93,1.36,21.07,34.69,2.14
CPSE ETF,Direct,Thematic-Energy,25711,2.13,0.93,1.36,21.07,34.69,2.14
DSP Banking & Financial Services Dir,Direct,Sectoral-Auto,43892,--,--,--,--,--,--
DSP Banking & Financial Services Reg,Regular,Sectoral-Auto,43890,--,--,--,--,--,--
DSP BSE Sensex ETF,Regular,Large Cap,43657,--,--,--,--,--,--
DSP BSE Sensex ETF,Direct,Large Cap,43657,--,--,--,--,--,--
DSP BSE Sensex Next 30 ETF,Regular,Large Cap,44874,--,--,--,--,--,--
DSP BSE Sensex Next 30 ETF,Direct,Large Cap,44874,--,--,--,--,--,--
DSP BSE Sensex Next 30 Index Dir,Direct,Large Cap,44872,--,--,--,--,--,--
DSP BSE Sensex Next 30 Index Reg,Regular,Large Cap,44870,--,--,--,--,--,--
DSP BSE Top 10 Banks ETF,Regular,Sectoral-Auto,45893,--,--,--,--,--,--
DSP BSE Top 10 Banks ETF,Direct,Sectoral-Auto,45893,--,--,--,--,--,--
DSP ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),16454,4.05,0.97,1.16,12.75,20.90,1.86
DSP ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),3985,3.13,0.97,1.09,12.74,19.97,1.74
DSP Flexi Cap Dir,Direct,Flexi Cap,16386,1.38,0.97,0.94,12.84,18.22,1.52
DSP Flexi Cap Reg,Regular,Flexi Cap,393,0.33,0.97,0.86,12.83,17.17,1.39
DSP Focused Dir,Direct,Flexi Cap,16388,2.95,0.96,1.03,13.14,19.62,1.78
DSP Focused Reg,Regular,Flexi Cap,11183,1.88,0.96,0.95,13.13,18.55,1.64
DSP Global Clean Energy Overseas Equity Omni FoF Dir,Direct,International,17012,--,--,0.58,18.40,16.86,1.00
DSP Global Clean Energy Overseas Equity Omni FoF Reg,Regular,International,10559,--,--,0.55,18.39,16.26,0.94
DSP Global Innovation Overseas Equity Omni FoF Dir*,Direct,International,42054,--,--,1.23,16.35,26.29,2.53
DSP Global Innovation Overseas Equity Omni FoF Reg*,Regular,International,42052,--,--,1.18,16.33,25.39,2.42
DSP Healthcare Dir,Direct,Sectoral-Pharma,38201,0.28,0.83,1.14,14.58,22.70,1.86
DSP Healthcare Reg,Regular,Sectoral-Pharma,38197,-1.06,0.83,1.05,14.56,21.34,1.71
DSP Large & Mid Cap Dir,Direct,Large & Mid Cap,16425,4.28,1.02,1.16,13.17,21.44,1.75
DSP Large & Mid Cap Reg,Regular,Large & Mid Cap,776,3.27,1.02,1.09,13.17,20.41,1.63
DSP Large Cap Dir,Direct,Large Cap,16456,3.74,0.88,1.12,10.85,18.27,1.97
DSP Large Cap Reg,Regular,Large Cap,1540,2.87,0.88,1.04,10.85,17.40,1.83
DSP Midcap Dir,Direct,Mid Cap,16438,-0.70,0.97,0.97,16.04,21.59,1.37
DSP Midcap Reg,Regular,Mid Cap,3725,-1.64,0.97,0.91,16.03,20.64,1.29
DSP MSCI India ETF,Regular,Large & Mid Cap,45616,--,--,--,--,--,--
DSP MSCI India ETF,Direct,Large & Mid Cap,45616,--,--,--,--,--,--
DSP Multicap Dir,Direct,Multi Cap,43999,--,--,--,--,--,--
DSP Multicap Reg,Regular,Multi Cap,43997,--,--,--,--,--,--
DSP Natural Resources and New Energy Dir,Direct,Thematic-Dividend Yield,16988,8.95,0.63,1.27,15.05,25.17,2.02
DSP Natural Resources and New Energy Reg,Regular,Thematic-Dividend Yield,7128,7.83,0.63,1.19,15.03,24.04,1.90
DSP NIFTY 50 Equal Weight ETF,Regular,Large Cap,41801,3.50,1.00,1.07,12.30,19.24,1.42
DSP NIFTY 50 Equal Weight ETF,Direct,Large Cap,41801,3.50,1.00,1.07,12.30,19.24,1.42
DSP Nifty 50 Equal Weight Index Dir,Direct,Large Cap,34695,3.33,1.00,1.05,12.30,19.07,1.40
DSP Nifty 50 Equal Weight Index Reg,Regular,Large Cap,34693,2.80,1.00,1.01,12.29,18.53,1.34
DSP Nifty 50 ETF,Regular,Large Cap,41895,-0.90,0.94,0.73,11.22,14.28,1.14
DSP Nifty 50 ETF,Direct,Large Cap,41895,-0.90,0.94,0.73,11.22,14.28,1.14
DSP Nifty 50 Index Dir,Direct,Large Cap,39135,-1.06,0.94,0.71,11.23,14.12,1.12
DSP Nifty 50 Index Reg,Regular,Large Cap,39133,-1.27,0.94,0.70,11.22,13.91,1.09
DSP Nifty 500 Index Dir,Direct,Flexi Cap,45719,--,--,--,--,--,--
DSP Nifty 500 Index Reg,Regular,Flexi Cap,45717,--,--,--,--,--,--
DSP Nifty Bank ETF,Regular,Sectoral-Auto,42992,0.02,1.00,0.74,12.08,15.04,1.42
DSP Nifty Bank ETF,Direct,Sectoral-Auto,42992,0.02,1.00,0.74,12.08,15.04,1.42
DSP Nifty Bank Index Dir,Direct,Sectoral-Auto,44336,--,--,--,--,--,--
DSP Nifty Bank Index Reg,Regular,Sectoral-Auto,44335,--,--,--,--,--,--
DSP Nifty Healthcare ETF,Regular,Sectoral-Pharma,44001,--,--,--,--,--,--
DSP Nifty Healthcare ETF,Direct,Sectoral-Pharma,44001,--,--,--,--,--,--
DSP Nifty Healthcare Index Dir,Direct,Sectoral-Pharma,45212,--,--,--,--,--,--
DSP Nifty Healthcare Index Reg,Regular,Sectoral-Pharma,45210,--,--,--,--,--,--
DSP Nifty IT ETF,Direct,Sectoral-Technology,43573,--,--,--,--,--,--
DSP Nifty IT Index Dir,Direct,Sectoral-Technology,45208,--,--,--,--,--,--
DSP Nifty Midcap 150 ETF,Regular,Mid Cap,45652,--,--,--,--,--,--
DSP Nifty Midcap 150 ETF,Direct,Mid Cap,45652,--,--,--,--,--,--
DSP Nifty Midcap 150 Index Dir,Direct,Mid Cap,45650,--,--,--,--,--,--
DSP Nifty Midcap 150 Index Reg,Regular,Mid Cap,45648,--,--,--,--,--,--
DSP Nifty Midcap 150 Quality 50 ETF,Regular,Mid Cap,41902,-5.89,0.89,0.61,14.67,15.03,0.88
DSP Nifty Midcap 150 Quality 50 ETF,Direct,Mid Cap,41902,-5.89,0.89,0.61,14.67,15.03,0.88
DSP Nifty Midcap 150 Quality 50 Index Dir,Direct,Mid Cap,42316,-5.87,0.89,0.61,14.66,15.05,0.89
DSP Nifty Midcap 150 Quality 50 Index Reg,Regular,Mid Cap,42314,-6.50,0.89,0.57,14.65,14.42,0.82
DSP Nifty Next 50 ETF,Regular,Large Cap,45716,--,--,--,--,--,--
DSP Nifty Next 50 ETF,Direct,Large Cap,45716,--,--,--,--,--,--
DSP Nifty Next 50 Index Dir,Direct,Large Cap,39165,4.57,1.26,1.01,16.60,22.82,1.33
DSP Nifty Next 50 Index Reg,Regular,Large Cap,39163,4.21,1.26,0.99,16.59,22.46,1.30
DSP Nifty Private Bank ETF,Regular,Sectoral-Auto,43655,--,--,--,--,--,--
DSP Nifty Private Bank ETF,Direct,Sectoral-Auto,43655,--,--,--,--,--,--
DSP Nifty Private Bank Index Dir,Direct,Sectoral-Auto,44972,--,--,--,--,--,--
DSP Nifty Private Bank Index Reg,Regular,Sectoral-Auto,44970,--,--,--,--,--,--
DSP Nifty PSU Bank ETF,Regular,Sectoral-Auto,43656,--,--,--,--,--,--
DSP Nifty PSU Bank ETF,Direct,Sectoral-Auto,43656,--,--,--,--,--,--
DSP Nifty Smallcap 250 ETF,Regular,Small Cap,45659,--,--,--,--,--,--
DSP Nifty Smallcap 250 ETF,Direct,Small Cap,45659,--,--,--,--,--,--
DSP Nifty Smallcap 250 Index Dir,Direct,Small Cap,45657,--,--,--,--,--,--
DSP Nifty Smallcap 250 Index Reg,Regular,Small Cap,45655,--,--,--,--,--,--
DSP Nifty Smallcap250 Quality 50 Index Dir,Direct,Small Cap,43941,--,--,--,--,--,--
DSP Nifty Smallcap250 Quality 50 Index Reg,Regular,Small Cap,43939,--,--,--,--,--,--
DSP Nifty Top 10 Equal Wght ETF,Regular,Large Cap,44494,--,--,--,--,--,--
DSP Nifty Top 10 Equal Wght ETF,Direct,Large Cap,44494,--,--,--,--,--,--
DSP Nifty Top 10 Equal Wght Index Dir,Direct,Large Cap,44493,--,--,--,--,--,--
DSP Nifty Top 10 Equal Wght Index Reg,Regular,Large Cap,44492,--,--,--,--,--,--
DSP Nifty500 Flexicap Quality 30 ETF,Regular,Flexi Cap,45521,--,--,--,--,--,--
DSP Nifty500 Flexicap Quality 30 ETF,Direct,Flexi Cap,45521,--,--,--,--,--,--
DSP Nifty500 Flexicap Quality 30 Index Dir,Direct,Flexi Cap,45446,--,--,--,--,--,--
DSP Nifty500 Flexicap Quality 30 Index Reg,Regular,Flexi Cap,45444,--,--,--,--,--,--
DSP Silver ETF,Regular,Thematic-PSU,42419,-0.90,0.99,1.19,41.03,54.87,2.60
DSP Silver ETF,Direct,Thematic-PSU,42419,-0.90,0.99,1.19,41.03,54.87,2.60
DSP Silver ETF FoF Dir,Direct,Thematic-PSU,45137,--,--,--,--,--,--
DSP Silver ETF FoF Reg,Regular,Thematic-PSU,45135,--,--,--,--,--,--
DSP Small Cap Dir,Direct,Small Cap,16411,2.52,0.93,0.83,19.02,21.88,1.28
DSP Small Cap Reg,Regular,Small Cap,5069,1.63,0.93,0.78,19.01,20.98,1.21
DSP US Specific Equity Omni FoF Dir,Direct,International,17006,--,--,1.12,14.79,22.72,1.63
DSP US Specific Equity Omni FoF Reg,Regular,International,15152,--,--,1.07,14.77,21.86,1.55
DSP Value Fund Dir*,Direct,Value Oriented,41194,7.44,0.64,1.52,9.53,20.62,2.33
DSP Value Fund Reg*,Regular,Value Oriented,41192,6.65,0.64,1.44,9.52,19.83,2.21
DSP World Gold Mining Overseas Equity Omni FoF Dir,Direct,International,17016,--,--,1.66,30.34,56.38,3.32
DSP World Gold Mining Overseas Equity Omni FoF Reg,Regular,International,5623,--,--,1.64,30.32,55.69,3.28
DSP World Mining Overseas Equity Omni FoF Dir,Direct,International,17021,--,--,0.95,22.95,27.98,1.78
DSP World Mining Overseas Equity Omni FoF Reg,Regular,International,10799,--,--,0.92,22.94,27.31,1.72
Edelweiss ASEAN Equity Offshore Dir,Direct,International,17131,--,--,0.69,11.20,13.83,1.25
Edelweiss ASEAN Equity Offshore Reg,Regular,International,12762,--,--,0.63,11.19,13.11,1.13
Edelweiss BSE Capital Mkts & Insurance ETF,Regular,Thematic,44826,--,--,--,--,--,--
Edelweiss BSE Capital Mkts & Insurance ETF,Direct,Thematic,44826,--,--,--,--,--,--
Edelweiss BSE Internet Economy Index Dir,Direct,Thematic,45129,--,--,--,--,--,--
Edelweiss BSE Internet Economy Index Reg,Regular,Thematic,45127,--,--,--,--,--,--
Edelweiss BSE Sensex ETF,Regular,Large Cap,45582,--,--,--,--,--,--
Edelweiss BSE Sensex ETF,Direct,Large Cap,45582,--,--,--,--,--,--
Edelweiss Consumption Dir,Direct,Thematic-Infrastructure,44882,--,--,--,--,--,--
Edelweiss Consumption Reg,Regular,Thematic-Infrastructure,44880,--,--,--,--,--,--
Edelweiss ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),17762,1.59,1.00,0.98,12.90,18.74,1.30
Edelweiss ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),10125,-0.06,1.00,0.85,12.89,17.07,1.13
Edelweiss Emerging Markets Opportunities Equity Offshr Dir,Direct,International,27119,--,--,1.16,13.94,22.29,2.19
Edelweiss Emerging Markets Opportunities Equity Offshr Reg,Regular,International,27118,--,--,1.10,13.93,21.40,2.07
Edelweiss Europe Dynamic Equity Offshr Dir,Direct,International,23435,--,--,1.28,12.78,22.41,2.19
Edelweiss Europe Dynamic Equity Offshr Reg,Regular,International,23434,--,--,1.21,12.77,21.56,2.07
Edelweiss Financial Services Fund Dir,Direct,Sectoral-Auto,45749,--,--,--,--,--,--
Edelweiss Financial Services Reg,Regular,Sectoral-Auto,45747,--,--,--,--,--,--
Edelweiss Flexi Cap Dir,Direct,Flexi Cap,29263,3.35,1.00,1.11,13.02,20.54,1.46
Edelweiss Flexi Cap Reg,Regular,Flexi Cap,29261,1.80,1.00,0.99,13.00,18.97,1.30
Edelweiss Focused Dir,Direct,Flexi Cap,42298,3.00,0.96,1.08,12.62,19.72,1.43
Edelweiss Focused Reg,Regular,Flexi Cap,42296,1.39,0.96,0.95,12.60,18.09,1.26
Edelweiss Greater China Equity Offshore Dir,Direct,International,17132,--,--,0.51,19.72,16.12,0.96
Edelweiss Greater China Equity Offshore Reg,Regular,International,10567,--,--,0.46,19.71,15.20,0.87
Edelweiss Large & Mid Cap Dir,Direct,Large & Mid Cap,16569,2.88,1.03,1.05,13.33,20.16,1.37
Edelweiss Large & Mid Cap Reg,Regular,Large & Mid Cap,4871,1.42,1.03,0.95,13.31,18.70,1.23
Edelweiss Large Cap B,Regular,Large Cap,10434,0.21,0.96,0.82,11.50,15.57,1.13
Edelweiss Large Cap C,Regular,Large Cap,10436,0.20,0.96,0.82,11.51,15.57,1.13
Edelweiss Large Cap Dir,Direct,Large Cap,17352,1.73,0.97,0.96,11.52,17.11,1.31
Edelweiss Large Cap Reg,Regular,Large Cap,10432,0.20,0.96,0.82,11.50,15.57,1.13
Edelweiss Mid Cap Dir,Direct,Mid Cap,16586,4.64,0.93,1.31,15.34,26.28,1.67
Edelweiss Mid Cap Reg,Regular,Mid Cap,6227,3.28,0.93,1.23,15.32,24.89,1.55
Edelweiss MSCI India Domestic & World Healthcare 45 Index Dir,Direct,Sectoral-Pharma,41147,3.00,0.66,1.34,12.03,22.17,2.57
Edelweiss MSCI India Domestic & World Healthcare 45 Index Reg,Regular,Sectoral-Pharma,41145,2.45,0.66,1.29,12.02,21.62,2.48
Edelweiss Multi Cap Dir,Direct,Multi Cap,43782,--,--,--,--,--,--
Edelweiss Multi Cap Reg,Regular,Multi Cap,43780,--,--,--,--,--,--
Edelweiss Nifty 100 Quality 30 Index Dir,Direct,Large Cap,41778,-1.14,0.99,0.65,13.01,14.51,0.78
Edelweiss Nifty 100 Quality 30 Index Reg,Regular,Large Cap,32428,-1.77,0.99,0.60,13.00,13.87,0.72
Edelweiss Nifty 50 ETF,Regular,Large Cap,45581,--,--,--,--,--,--
Edelweiss Nifty 50 ETF,Direct,Large Cap,45581,--,--,--,--,--,--
Edelweiss Nifty 50 Index,Regular,Large Cap,30199,-1.52,0.94,0.67,11.18,13.63,1.05
Edelweiss Nifty 50 Index Dir,Direct,Large Cap,41775,-1.07,0.94,0.71,11.18,14.07,1.11
Edelweiss Nifty Alpha Low Volatility 30 Index Dir,Direct,Large & Mid Cap,44309,--,--,--,--,--,--
Edelweiss Nifty Alpha Low Volatility 30 Index Reg,Regular,Large & Mid Cap,44307,--,--,--,--,--,--
Edelweiss Nifty Bank ETF,Regular,Sectoral-Auto,44536,--,--,--,--,--,--
Edelweiss Nifty Bank ETF,Direct,Sectoral-Auto,44536,--,--,--,--,--,--
Edelweiss NIFTY Large Mid Cap 250 Index Dir,Direct,Large & Mid Cap,41844,1.67,1.07,1.00,13.27,19.36,1.34
Edelweiss NIFTY Large Mid Cap 250 Index Reg,Regular,Large & Mid Cap,41842,1.01,1.07,0.95,13.26,18.69,1.28
Edelweiss Nifty LargeMidcap 250 ETF,Regular,Large & Mid Cap,45481,--,--,--,--,--,--
Edelweiss Nifty LargeMidcap 250 ETF,Direct,Large & Mid Cap,45481,--,--,--,--,--,--
Edelweiss Nifty Midcap150 Momentum 50 Index Dir,Direct,Mid Cap,42812,0.34,1.06,1.02,17.73,24.19,1.29
Edelweiss Nifty Midcap150 Momentum 50 Index Reg,Regular,Mid Cap,42810,-0.37,1.06,0.98,17.72,23.47,1.24
Edelweiss Nifty Next 50 Index Dir,Direct,Large Cap,42804,4.56,1.26,1.01,16.55,22.78,1.32
Edelweiss Nifty Next 50 Index Reg,Regular,Large Cap,42802,3.84,1.26,0.96,16.54,22.05,1.27
Edelweiss Nifty Smallcap 250 Index Dir,Direct,Small Cap,42808,0.89,1.01,0.78,19.54,21.39,1.15
